SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009
50,2,4,29,11,Missouri,Barton County,12541,12541,12541,12682,12771,12900,12907,12931,12917,12722,12521,12386
50,2,4,29,13,Missouri,Bates County,16653,16653,16703,16772,16947,16999,16946,16934,16975,16941,16918,16761
50,2,4,29,15,Missouri,Benton County,17180,17180,17233,17366,17490,17819,18088,18359,18351,18586,18534,18461
50,2,4,29,17,Missouri,Bollinger County,12029,12029,12053,12239,12248,12212,12176,12148,12115,12124,11958,11841
50,2,4,29,19,Missouri,Boone County,135454,135454,135846,137683,139759,141544,143419,146337,149824,152313,154331,156377
50,2,4,29,21,Missouri,Buchanan County,85998,86002,86094,86184,86334,86315,86642,87105,87420,88814,89186,89856
50,2,4,29,23,Missouri,Butler County,40867,40867,40799,40682,40785,40686,40897,41258,41371,41120,41247,41471
50,2,4,29,25,Missouri,Caldwell County,8969,8969,8977,8989,9002,9086,9143,9162,9209,9242,9189,9160
50,2,4,29,27,Missouri,Callaway County,40766,40766,40925,41494,41972,41928,41570,42491,42933,43223,43588,43727
50,2,4,29,29,Missouri,Camden County,37051,37051,37228,37356,37794,38004,38390,39070,39863,40402,40711,40705
50,2,4,29,31,Missouri,Cape Girardeau County,68693,68693,68792,69231,69514,69813,70622,71141,72149,72643,73217,73957
50,2,4,29,33,Missouri,Carroll County,10285,10285,10275,10179,10172,10100,10055,10071,9929,9838,9705,9535
50,2,4,29,35,Missouri,Carter County,5941,5941,5945,5870,5879,5908,5875,5877,5874,5936,5913,5870
50,2,4,29,37,Missouri,Cass County,82092,82092,82603,84665,86955,88480,91367,93269,95379,97900,99281,100184
50,2,4,29,39,Missouri,Cedar County,13733,13733,13733,13861,13816,13819,13859,14019,13897,13789,13700,13544
50,2,4,29,41,Missouri,Chariton County,8438,8438,8409,8255,8236,8127,8088,7982,7885,7755,7671,7594
50,2,4,29,43,Missouri,Christian County,54285,54285,54951,56931,58865,60925,63523,66406,69960,73287,75646,77455
50,2,4,29,45,Missouri,Clark County,7416,7416,7389,7433,7366,7274,7231,7211,7192,7200,7160,7127
50,2,4,29,47,Missouri,Clay County,184006,184006,184820,189229,193068,196380,200686,205614,212394,218244,223370,228358
50,2,4,29,49,Missouri,Clinton County,18979,18975,19031,19394,19580,20112,20520,20530,20515,20979,21022,21002
50,2,4,29,51,Missouri,Cole County,71397,71397,71479,71613,72053,72571,72171,72579,73113,73587,74388,75018
50,2,4,29,53,Missouri,Cooper County,16670,16668,16702,16661,16944,16904,17110,17273,17416,17544,17326,17298
50,2,4,29,55,Missouri,Crawford County,22804,22804,22830,22784,23227,23423,23505,23610,23742,23981,23877,23915
50,2,4,29,57,Missouri,Dade County,7923,7923,7906,7852,7771,7703,7643,7597,7601,7538,7465,7316
50,2,4,29,59,Missouri,Dallas County,15661,15661,15689,15734,15830,15936,16166,16202,16446,16809,16799,16637
50,2,4,29,61,Missouri,Daviess County,8016,8016,7995,7935,7967,8010,8076,8040,8099,8045,8041,8078
50,2,4,29,63,Missouri,DeKalb County,11597,13077,13108,13009,12992,12999,12353,12248,12330,12302,12181,12112
50,2,4,29,65,Missouri,Dent County,14927,14927,14934,15031,14831,14887,14944,14984,15090,14986,15079,15042
50,2,4,29,67,Missouri,Douglas County,13084,13084,13099,13050,13227,13161,13264,13333,13401,13426,13584,13608
50,2,4,29,69,Missouri,Dunklin County,33155,33157,33108,32873,32639,32373,31974,32023,31733,31518,31326,31039
50,2,4,29,71,Missouri,Franklin County,93807,93807,94059,94857,95715,96329,97274,98159,99046,99997,100867,101263
50,2,4,29,73,Missouri,Gasconade County,15342,15342,15370,15386,15391,15430,15427,15466,15421,15393,15253,15096
50,2,4,29,75,Missouri,Gentry County,6861,6861,6850,6775,6610,6480,6453,6390,6316,6227,6205,6108
50,2,4,29,77,Missouri,Greene County,240391,240392,240814,242682,244733,247583,250898,254454,259653,263800,266898,269630
50,2,4,29,79,Missouri,Grundy County,10432,10432,10415,10335,10158,10203,10106,10170,10071,10070,10083,10047
50,2,4,29,81,Missouri,Harrison County,8850,8850,8864,8751,8719,8713,8653,8765,8718,8762,8738,8769
50,2,4,29,83,Missouri,Henry County,21997,21997,22089,22287,22151,22368,22384,22277,22460,22388,22171,22176
50,2,4,29,85,Missouri,Hickory County,8940,8940,8942,8968,8791,8950,9017,9092,9058,9063,8992,8903
50,2,4,29,87,Missouri,Holt County,5351,5351,5323,5303,5137,5137,5092,5020,4943,4960,4895,4868
50,2,4,29,89,Missouri,Howard County,10212,10212,10180,10119,10001,9942,9865,9903,9867,9819,9851,9857
50,2,4,29,91,Missouri,Howell County,37238,37238,37232,37104,37168,37327,37532,38066,38309,38540,38968,38921
50,2,4,29,93,Missouri,Iron County,10697,10697,10632,10536,10443,10253,10276,10199,10190,10087,9995,9943
50,2,4,29,95,Missouri,Jackson County,654880,654880,655773,658051,662174,666782,671389,675996,680604,685246,700699,705708
50,2,4,29,97,Missouri,Jasper County,104686,104686,105012,105839,107051,108162,109532,110999,112991,114979,116634,118179
50,2,4,29,99,Missouri,Jefferson County,198099,198099,198740,200669,202619,205097,208186,210615,213768,215904,217599,219046
50,2,4,29,101,Missouri,Johnson County,48258,48259,48481,49310,49884,50538,51212,51473,51687,52009,52161,52657
50,2,4,29,103,Missouri,Knox County,4361,4361,4355,4279,4248,4204,4171,4109,4066,4039,4005,3981
50,2,4,29,105,Missouri,Laclede County,32513,32513,32589,32881,32849,33118,33469,34176,34869,35276,35478,35432
50,2,4,29,107,Missouri,Lafayette County,32960,32968,33019,32868,32859,32876,32775,32860,32795,32652,32824,32572
50,2,4,29,109,Missouri,Lawrence County,35204,35203,35325,35548,36012,36095,36344,36821,37096,37552,37638,37648
50,2,4,29,111,Missouri,Lewis County,10494,10494,10501,10378,10322,10218,10143,10052,10027,9997,9887,9791
50,2,4,29,113,Missouri,Lincoln County,38944,38944,39254,40749,42187,43859,45368,47408,49694,51491,52726,53311
50,2,4,29,115,Missouri,Linn County,13754,13754,13722,13604,13465,13313,13186,12985,12824,12756,12655,12606
50,2,4,29,117,Missouri,Livingston County,14558,14558,14497,14472,14342,14263,14188,14109,14103,14144,14123,14235
50,2,4,29,119,Missouri,McDonald County,21681,21681,21669,21686,21702,22074,22369,22659,22918,22936,22873,23063
50,2,4,29,121,Missouri,Macon County,15762,15762,15738,15610,15429,15537,15454,15536,15490,15463,15434,15359
50,2,4,29,123,Missouri,Madison County,11800,11800,11801,11810,11839,11797,11907,11980,12105,12304,12400,12341
50,2,4,29,125,Missouri,Maries County,8903,8907,8896,8772,8744,8734,8925,8983,9015,9027,8924,8821
50,2,4,29,127,Missouri,Marion County,28289,28289,28309,28099,28010,28168,28041,28109,28229,28137,28283,28449
50,2,4,29,129,Missouri,Mercer County,3757,3757,3756,3720,3634,3615,3564,3512,3463,3447,3474,3475
50,2,4,29,131,Missouri,Miller County,23564,23566,23629,23926,24097,24051,24474,24547,24711,24804,24817,24778
50,2,4,29,133,Missouri,Mississippi County,13427,13427,13362,13232,13171,13506,13604,13649,13679,13519,13378,13266
50,2,4,29,135,Missouri,Moniteau County,14827,14827,14835,14753,14906,14950,14873,15052,15053,15091,15075,15132
50,2,4,29,137,Missouri,Monroe County,9311,9311,9323,9285,9251,9262,9239,9187,9194,9195,9138,8993
50,2,4,29,139,Missouri,Montgomery County,12136,12136,12130,12060,11975,11927,12017,12010,11920,11934,11858,11698
50,2,4,29,141,Missouri,Morgan County,19309,19304,19366,19635,19687,19917,20190,20340,20628,20765,20780,20527
50,2,4,29,143,Missouri,New Madrid County,19760,19757,19665,19478,19082,18894,18562,18090,17838,17670,17537,17480
50,2,4,29,145,Missouri,Newton County,52636,52636,52706,52770,53048,53751,54297,54911,55424,56035,55981,56121
50,2,4,29,147,Missouri,Nodaway County,21912,21912,21875,21940,21992,21936,22004,22055,22014,22051,22041,22130
50,2,4,29,149,Missouri,Oregon County,10344,10344,10332,10178,10237,10278,10312,10270,10378,10344,10324,10291
50,2,4,29,151,Missouri,Osage County,13062,13061,13081,13056,13037,13224,13221,13317,13449,13364,13414,13561
50,2,4,29,153,Missouri,Ozark County,9542,9542,9529,9404,9410,9448,9379,9338,9403,9360,9386,9315
50,2,4,29,155,Missouri,Pemiscot County,20047,20047,20015,19823,19749,19470,19197,19047,18771,18579,18338,18193
50,2,4,29,157,Missouri,Perry County,18132,18132,18136,18143,18256,18211,18318,18428,18466,18742,18707,18847
50,2,4,29,159,Missouri,Pettis County,39403,39403,39441,39487,39407,39485,39626,40127,40538,40794,41065,41421
50,2,4,29,161,Missouri,Phelps County,39825,39819,39882,39925,40658,41095,41555,41995,42420,42451,42132,42248
50,2,4,29,163,Missouri,Pike County,18351,18351,18314,18267,18307,18390,18317,18629,18592,18446,18498,18406
50,2,4,29,165,Missouri,Platte County,73781,73777,74245,76424,78552,80411,82238,84037,85618,87658,89303,90688
50,2,4,29,167,Missouri,Polk County,26992,26992,27061,27427,27774,28216,28496,29040,29714,30193,30343,30626
50,2,4,29,169,Missouri,Pulaski County,41165,41165,41712,42867,43791,44586,44101,43929,43871,44402,44760,46457
50,2,4,29,171,Missouri,Putnam County,5223,5221,5240,5187,5140,5091,5036,5032,5023,4880,4838,4759
50,2,4,29,173,Missouri,Ralls County,9626,9626,9653,9635,9631,9570,9552,9694,9729,9729,9670,9634
50,2,4,29,175,Missouri,Randolph County,24663,24663,24670,24696,24711,25008,25196,25434,25457,25608,25641,25501
50,2,4,29,177,Missouri,Ray County,23354,23354,23374,23390,23478,23608,23621,23457,23671,23520,23531,23358
50,2,4,29,179,Missouri,Reynolds County,6689,6689,6717,6527,6589,6545,6542,6480,6435,6403,6315,6202
50,2,4,29,181,Missouri,Ripley County,13509,13509,13492,13403,13480,13545,13566,13564,13620,13558,13477,13395
50,2,4,29,183,Missouri,St. Charles County,283883,283893,286171,294709,302831,310632,318743,327594,336422,343833,349595,355367
50,2,4,29,185,Missouri,St. Clair County,9652,9652,9671,9587,9569,9483,9484,9457,9367,9437,9360,9276
50,2,4,29,186,Missouri,Ste. Genevieve County,17842,17842,17908,17898,17866,17921,17924,17876,17846,17829,17699,17542
50,2,4,29,187,Missouri,St. Francois County,55641,55641,55743,56090,56549,57693,60320,61620,62110,62740,63314,63884
50,2,4,29,189,Missouri,St. Louis County,1016315,1016301,1016364,1015705,1012999,1008956,1004271,999523,996664,993690,992331,992408
50,2,4,29,195,Missouri,Saline County,23756,23756,23742,23404,22963,22869,22947,22862,22759,22710,22595,22821
50,2,4,29,197,Missouri,Schuyler County,4170,4170,4168,4144,4171,4158,4175,4109,4066,4086,4123,4144
50,2,4,29,199,Missouri,Scotland County,4983,4983,4976,4952,4869,4862,4818,4765,4790,4803,4788,4803
50,2,4,29,201,Missouri,Scott County,40422,40422,40389,40416,40273,40398,40431,40620,40702,40825,40764,40855
50,2,4,29,203,Missouri,Shannon County,8324,8324,8319,8297,8257,8180,8211,8246,8250,8341,8350,8361
50,2,4,29,205,Missouri,Shelby County,6799,6799,6788,6780,6713,6646,6632,6644,6487,6455,6376,6325
50,2,4,29,207,Missouri,Stoddard County,29705,29706,29693,29652,29779,29611,29688,29771,29762,29632,29387,29069
50,2,4,29,209,Missouri,Stone County,28658,28658,28740,28899,29318,29905,30308,30460,31099,31452,31495,31424
50,2,4,29,211,Missouri,Sullivan County,7219,7219,7224,7248,7269,7074,6968,6894,6851,6798,6831,6835
50,2,4,29,213,Missouri,Taney County,39703,39703,39937,40240,40925,41522,42176,43118,44364,45880,47274,48023
50,2,4,29,215,Missouri,Texas County,23003,23003,23001,24023,24173,23978,24292,24270,24535,24522,24497,24563
50,2,4,29,217,Missouri,Vernon County,20454,20454,20414,20412,20263,20185,20211,20210,20111,20050,20099,20166
50,2,4,29,219,Missouri,Warren County,24525,24525,24721,25325,26076,26872,27581,28588,29558,30463,31153,31485
50,2,4,29,221,Missouri,Washington County,23344,23344,23410,23453,23665,23721,23866,23815,24142,24305,24488,24400
50,2,4,29,223,Missouri,Wayne County,13259,13259,13256,13247,13076,13060,12904,12898,12701,12519,12454,12392
50,2,4,29,225,Missouri,Webster County,31045,31045,31260,31959,32453,32848,33613,34271,35022,35892,36439,36552
50,2,4,29,227,Missouri,Worth County,2382,2382,2375,2295,2269,2218,2178,2120,2074,2070,2011,2014
50,2,4,29,229,Missouri,Wright County,17955,17955,17949,17907,18002,17976,17903,18069,18048,18130,18255,17908
50,2,4,29,510,Missouri,St. Louis city,348189,348189,346904,350240,350908,348039,350705,352572,353837,355663,356730,356587
40,4,8,30,0,Montana,Montana,902195,902190,903293,905873,909868,916750,925887,934801,946230,957225,968035,974989
50,4,8,30,1,Montana,Beaverhead County,9202,9198,9187,9012,8950,8831,8802,8761,8860,8857,8980,8976
50,4,8,30,3,Montana,Big Horn County,12671,12671,12659,12805,12771,12732,12844,12769,12703,12751,12809,13015
50,4,8,30,5,Montana,Blaine County,7009,7006,6973,6754,6782,6709,6584,6605,6552,6493,6442,6485
50,4,8,30,7,Montana,Broadwater County,4385,4383,4366,4364,4341,4357,4432,4427,4527,4582,4681,4793
50,4,8,30,9,Montana,Carbon County,9552,9552,9564,9637,9657,9653,9670,9759,9721,9753,9718,9756
50,4,8,30,11,Montana,Carter County,1360,1360,1345,1349,1331,1302,1297,1270,1242,1234,1194,1202
50,4,8,30,13,Montana,Cascade County,80357,80357,80201,80387,80600,81065,81681,81766,81813,81780,82022,82178
50,4,8,30,15,Montana,Chouteau County,5970,5970,5975,5749,5596,5497,5391,5304,5240,5212,5190,5167
50,4,8,30,17,Montana,Custer County,11696,11696,11667,11424,11402,11271,11297,11155,11081,11115,11103,11189
50,4,8,30,19,Montana,Daniels County,2017,2017,2012,2002,1911,1875,1795,1769,1730,1682,1688,1703
50,4,8,30,21,Montana,Dawson County,9059,9059,9036,8902,8692,8644,8552,8536,8538,8581,8524,8558
50,4,8,30,23,Montana,Deer Lodge County,9417,9415,9385,9222,9096,8982,9002,8991,8834,8860,8904,8792
50,4,8,30,25,Montana,Fallon County,2837,2837,2811,2719,2688,2714,2701,2624,2617,2652,2666,2725
50,4,8,30,27,Montana,Fergus County,11893,11893,11880,11676,11572,11434,11379,11246,11269,11198,11168,11208
50,4,8,30,29,Montana,Flathead County,74471,74471,74710,75997,77284,79167,80635,82535,84824,87200,89104,89624
50,4,8,30,31,Montana,Gallatin County,67831,67832,68369,70196,72000,74723,77439,80708,84498,87300,89812,90343
50,4,8,30,33,Montana,Garfield County,1279,1279,1267,1262,1245,1234,1211,1173,1199,1193,1161,1173
50,4,8,30,35,Montana,Glacier County,13247,13246,13197,13139,13163,13246,13497,13389,13402,13355,13361,13550
50,4,8,30,37,Montana,Golden Valley County,1042,1042,1023,1015,1054,1039,1081,1114,1090,1101,1041,1057
50,4,8,30,39,Montana,Granite County,2830,2832,2843,2879,2873,2861,2851,2895,2878,2887,2860,2879
50,4,8,30,41,Montana,Hill County,16673,16671,16628,16464,16292,16195,16206,16201,16393,16492,16453,16632
50,4,8,30,43,Montana,Jefferson County,10049,10047,10077,10119,10223,10307,10566,10770,10868,11127,11288,11470
50,4,8,30,45,Montana,Judith Basin County,2329,2329,2332,2263,2238,2184,2176,2134,2114,2050,2036,2051
50,4,8,30,47,Montana,Lake County,26507,26507,26622,26839,26827,27094,27586,27941,28173,28103,28373,28605
50,4,8,30,49,Montana,Lewis and Clark County,55716,55716,55878,56195,56141,56889,57731,58126,59050,60131,61156,61942
50,4,8,30,51,Montana,Liberty County,2158,2158,2153,2089,2007,2012,2002,1944,1839,1799,1743,1748
50,4,8,30,53,Montana,Lincoln County,18837,18835,18812,18546,18473,18558,18587,18666,18618,18740,18751,18717
50,4,8,30,55,Montana,McCone County,1977,1977,1965,1872,1817,1778,1755,1743,1723,1718,1670,1624
50,4,8,30,57,Montana,Madison County,6851,6853,6873,6833,6887,6820,6897,7082,7185,7381,7465,7457
50,4,8,30,59,Montana,Meagher County,1932,1932,1929,1919,1907,1923,1947,1907,1931,1917,1900,1908
50,4,8,30,61,Montana,Mineral County,3884,3884,3888,3814,3778,3835,3843,3941,3973,3881,3861,3833
50,4,8,30,63,Montana,Missoula County,95802,95799,96170,97400,98918,99832,100757,102064,104095,105851,107552,108623
50,4,8,30,65,Montana,Musselshell County,4497,4497,4492,4397,4389,4401,4418,4376,4458,4466,4506,4600
50,4,8,30,67,Montana,Park County,15694,15694,15719,15689,15742,15622,15617,15757,15842,16027,16109,15941
50,4,8,30,69,Montana,Petroleum County,493,493,492,483,492,484,491,460,455,431,433,440
50,4,8,30,71,Montana,Phillips County,4601,4601,4548,4442,4296,4193,4138,4038,3945,3952,3911,3944
50,4,8,30,73,Montana,Pondera County,6424,6424,6377,6326,6220,6124,6000,5973,5966,5941,5852,5814
50,4,8,30,75,Montana,Powder River County,1858,1858,1856,1813,1822,1815,1759,1699,1743,1703,1693,1664
50,4,8,30,77,Montana,Powell County,7180,7180,7178,7012,6961,6863,6844,6956,7091,7114,7036,7089
50,4,8,30,79,Montana,Prairie County,1199,1199,1185,1209,1168,1157,1139,1077,1072,1057,1092,1108
50,4,8,30,81,Montana,Ravalli County,36070,36073,36307,36738,37402,38305,38902,39205,39795,40297,40571,40431
50,4,8,30,83,Montana,Richland County,9667,9667,9613,9384,9211,9080,8950,9020,9043,9099,9164,9313
50,4,8,30,85,Montana,Roosevelt County,10620,10620,10605,10538,10368,10313,10423,10392,10238,10119,10103,10303
50,4,8,30,87,Montana,Rosebud County,9383,9389,9391,9250,9203,9216,9151,9147,9079,9126,9150,9258
50,4,8,30,89,Montana,Sanders County,10227,10229,10248,10404,10344,10383,10676,10732,10862,11008,11052,11096
50,4,8,30,91,Montana,Sheridan County,4105,4105,4073,3926,3778,3631,3598,3471,3388,3336,3249,3243
50,4,8,30,93,Montana,Silver Bow County,34606,34610,34520,33717,33351,33052,32869,32737,32646,32590,32776,32949
50,4,8,30,95,Montana,Stillwater County,8195,8195,8215,8334,8354,8334,8292,8307,8455,8630,8688,8786
50,4,8,30,97,Montana,Sweet Grass County,3609,3609,3639,3592,3607,3571,3646,3636,3651,3725,3695,3667
50,4,8,30,99,Montana,Teton County,6445,6445,6435,6383,6298,6328,6223,6116,6123,6161,6171,6088
50,4,8,30,101,Montana,Toole County,5267,5267,5262,5272,5272,5032,5083,5221,5139,4989,5052,5151
50,4,8,30,103,Montana,Treasure County,861,861,854,821,765,742,741,698,680,654,650,612
50,4,8,30,105,Montana,Valley County,7675,7675,7638,7506,7368,7216,7148,7028,6877,6874,6889,6771
50,4,8,30,107,Montana,Wheatland County,2259,2259,2251,2171,2175,2102,2072,2030,1971,2000,2043,2044
50,4,8,30,109,Montana,Wibaux County,1068,1068,1071,1015,995,969,954,917,892,903,872,897
50,4,8,30,111,Montana,Yellowstone County,129352,129348,129527,130608,131771,133054,134559,136493,138239,140047,142602,144797
40,2,4,31,0,Nebraska,Nebraska,1711263,1711265,1713345,1717948,1725083,1733680,1742184,1751721,1760435,1769912,1781949,1796619
50,2,4,31,1,Nebraska,Adams County,31151,31151,31153,31596,31708,32140,32640,32918,32858,32873,33149,33324
50,2,4,31,3,Nebraska,Antelope County,7452,7452,7440,7235,7208,7134,7015,6930,6764,6680,6620,6652
50,2,4,31,5,Nebraska,Arthur County,444,444,442,408,394,400,384,369,378,372,358,339
50,2,4,31,7,Nebraska,Banner County,819,819,823,810,771,763,748,729,730,711,673,647
50,2,4,31,9,Nebraska,Blaine County,583,583,582,560,542,531,498,473,473,442,434,458
50,2,4,31,11,Nebraska,Boone County,6259,6259,6213,6134,6030,5850,5766,5686,5555,5510,5477,5427
50,2,4,31,13,Nebraska,Box Butte County,12158,12158,12112,11835,11769,11498,11272,11130,11012,11040,11084,10891
50,2,4,31,15,Nebraska,Boyd County,2438,2438,2427,2386,2348,2297,2239,2210,2136,2098,2094,2063
50,2,4,31,17,Nebraska,Brown County,3525,3525,3519,3491,3472,3446,3402,3285,3271,3173,3101,3062
50,2,4,31,19,Nebraska,Buffalo County,42259,42259,42341,42420,42940,43208,43682,44010,44490,44887,45186,45814
50,2,4,31,21,Nebraska,Burt County,7791,7791,7789,7662,7489,7364,7395,7219,7115,7005,6972,6922
50,2,4,31,23,Nebraska,Butler County,8767,8861,8857,8911,8847,8741,8652,8495,8408,8394,8382,8400
50,2,4,31,25,Nebraska,Cass County,24334,24334,24394,24524,24704,25011,25241,25363,25462,25520,25643,25485
50,2,4,31,27,Nebraska,Cedar County,9615,9615,9580,9388,9252,9091,8991,8925,8697,8531,8397,8362
50,2,4,31,29,Nebraska,Chase County,4068,4068,4047,3965,3975,3984,3883,3816,3768,3687,3616,3625
50,2,4,31,31,Nebraska,Cherry County,6148,6148,6147,6031,6001,5950,5961,5911,5777,5672,5575,5474
50,2,4,31,33,Nebraska,Cheyenne County,9830,9830,9824,9903,9899,9822,9824,9938,9726,9892,9871,9720
50,2,4,31,35,Nebraska,Clay County,7039,7039,7025,6904,6824,6744,6646,6485,6392,6316,6270,6205
50,2,4,31,37,Nebraska,Colfax County,10441,10441,10459,10439,10468,10410,10429,10200,9950,9959,10061,10332
50,2,4,31,39,Nebraska,Cuming County,10203,10203,10173,10056,9961,9823,9697,9624,9419,9272,9204,9132
50,2,4,31,41,Nebraska,Custer County,11793,11793,11781,11569,11458,11309,11225,11118,10938,10822,10808,10784
50,2,4,31,43,Nebraska,Dakota County,20253,20253,20279,20289,20302,20380,20276,20027,20106,20353,20339,20651
50,2,4,31,45,Nebraska,Dawes County,9060,9060,9035,9091,9102,9121,8887,8791,8688,8772,8692,8735
50,2,4,31,47,Nebraska,Dawson County,24365,24365,24417,24446,24317,24411,24432,24477,24765,24778,24848,25076
50,2,4,31,49,Nebraska,Deuel County,2098,2098,2100,2083,2011,1991,1973,1932,1887,1886,1873,1839
50,2,4,31,51,Nebraska,Dixon County,6339,6338,6315,6251,6182,6121,6068,6143,6195,6230,6265,6289
50,2,4,31,53,Nebraska,Dodge County,36160,36160,36220,36024,35828,35818,35787,35832,35881,35857,35662,35640
50,2,4,31,55,Nebraska,Douglas County,463585,463585,464712,468026,471629,476038,481196,486863,492252,497292,503087,510199
50,2,4,31,57,Nebraska,Dundy County,2292,2292,2292,2195,2168,2170,2145,2076,2029,1984,1949,1957
50,2,4,31,59,Nebraska,Fillmore County,6634,6634,6613,6511,6394,6392,6311,6164,6092,6033,5998,5962
50,2,4,31,61,Nebraska,Franklin County,3574,3574,3548,3457,3459,3402,3361,3359,3277,3126,3086,3089
50,2,4,31,63,Nebraska,Frontier County,3099,3098,3087,3038,2972,2884,2863,2785,2696,2656,2562,2516
50,2,4,31,65,Nebraska,Furnas County,5324,5324,5290,5185,5171,5075,4943,4845,4773,4655,4578,4556
50,2,4,31,67,Nebraska,Gage County,22993,22993,22975,23089,23112,23161,23188,23029,23068,23071,22852,22653
50,2,4,31,69,Nebraska,Garden County,2292,2292,2280,2265,2210,2195,2109,1954,1934,1843,1783,1739
50,2,4,31,71,Nebraska,Garfield County,1902,1902,1891,1871,1866,1821,1806,1784,1765,1724,1721,1709
50,2,4,31,73,Nebraska,Gosper County,2143,2143,2141,2073,2056,2068,2027,2004,1953,1960,1897,1844
50,2,4,31,75,Nebraska,Grant County,747,747,746,746,718,681,658,644,640,619,606,560
50,2,4,31,77,Nebraska,Greeley County,2714,2714,2705,2662,2626,2562,2515,2422,2396,2333,2316,2251
50,2,4,31,79,Nebraska,Hall County,53534,53534,53505,53410,53588,53846,54171,54238,54845,55385,56390,57487
50,2,4,31,81,Nebraska,Hamilton County,9403,9403,9380,9327,9355,9389,9376,9338,9279,9309,9302,9280
50,2,4,31,83,Nebraska,Harlan County,3786,3786,3770,3716,3639,3653,3551,3455,3401,3373,3288,3234
50,2,4,31,85,Nebraska,Hayes County,1068,1068,1070,1086,1095,1086,1055,1042,984,964,973,959
50,2,4,31,87,Nebraska,Hitchcock County,3111,3113,3104,3086,3036,3013,3011,2899,2889,2856,2841,2806
50,2,4,31,89,Nebraska,Holt County,11551,11551,11487,11300,11117,10903,10685,10610,10346,10243,10079,10011
50,2,4,31,91,Nebraska,Hooker County,783,783,782,753,735,738,747,741,747,722,727,723
50,2,4,31,93,Nebraska,Howard County,6567,6567,6542,6482,6476,6570,6543,6522,6463,6461,6407,6443
50,2,4,31,95,Nebraska,Jefferson County,8333,8340,8338,8251,8167,8021,7933,7793,7694,7454,7333,7238
50,2,4,31,97,Nebraska,Johnson County,4488,4488,4481,4361,4850,5015,5289,5154,5148,5043,5092,5077
50,2,4,31,99,Nebraska,Kearney County,6882,6882,6886,6830,6766,6771,6738,6651,6562,6573,6506,6460
50,2,4,31,101,Nebraska,Keith County,8875,8875,8860,8720,8641,8334,8197,8105,8003,8000,7803,7760
50,2,4,31,103,Nebraska,Keya Paha County,983,983,979,961,949,953,930,890,877,841,821,802
50,2,4,31,105,Nebraska,Kimball County,4089,4089,4058,4024,3984,3870,3804,3778,3708,3609,3548,3576
50,2,4,31,107,Nebraska,Knox County,9374,9374,9334,9141,9037,8957,8883,8720,8637,8632,8465,8378
50,2,4,31,109,Nebraska,Lancaster County,250291,250291,251425,254357,257949,261884,264079,267564,270741,274333,277991,281531
50,2,4,31,111,Nebraska,Lincoln County,34632,34632,34637,34578,34364,34522,34844,35150,35464,35448,35672,35670
50,2,4,31,113,Nebraska,Logan County,774,774,773,779,761,731,731,739,746,741,720,732
50,2,4,31,115,Nebraska,Loup County,712,712,710,721,744,733,685,669,656,673,658,661
50,2,4,31,117,Nebraska,McPherson County,533,533,531,527,536,520,508,495,486,508,515,488
50,2,4,31,119,Nebraska,Madison County,35226,35226,35190,35550,35795,35761,35613,35498,35269,34161,34201,34505
50,2,4,31,121,Nebraska,Merrick County,8204,8204,8164,8037,8028,7981,7946,7811,7699,7583,7603,7666
50,2,4,31,123,Nebraska,Morrill County,5440,5440,5437,5342,5203,5161,5087,5032,4996,5002,4961,4911
50,2,4,31,125,Nebraska,Nance County,4038,4038,4038,3991,3870,3730,3649,3658,3606,3539,3499,3460
50,2,4,31,127,Nebraska,Nemaha County,7576,7576,7567,7394,7242,7083,7012,7049,7068,6945,6982,6856
50,2,4,31,129,Nebraska,Nuckolls County,5057,5057,5028,4923,4799,4806,4783,4688,4583,4504,4423,4334
50,2,4,31,131,Nebraska,Otoe County,15396,15396,15430,15474,15418,15334,15338,15373,15469,15522,15367,15214
50,2,4,31,133,Nebraska,Pawnee County,3087,3087,3083,3000,2984,2855,2841,2803,2708,2686,2598,2614
50,2,4,31,135,Nebraska,Perkins County,3200,3200,3177,3101,3074,3014,3044,3032,2912,2870,2796,2769
50,2,4,31,137,Nebraska,Phelps County,9747,9747,9734,9695,9662,9538,9484,9338,9328,9134,9107,9032
50,2,4,31,139,Nebraska,Pierce County,7857,7857,7837,7735,7619,7591,7444,7460,7360,7244,7219,7184
50,2,4,31,141,Nebraska,Platte County,31662,31568,31518,31391,31059,30911,30867,31121,31415,31805,32001,32515
50,2,4,31,143,Nebraska,Polk County,5639,5639,5613,5496,5479,5409,5310,5275,5177,5183,5106,5079
50,2,4,31,145,Nebraska,Red Willow County,11448,11450,11448,11398,11302,11197,11111,11018,10847,10648,10610,10651
50,2,4,31,147,Nebraska,Richardson County,9531,9531,9503,9231,9069,8861,8767,8662,8482,8299,8221,8125
50,2,4,31,149,Nebraska,Rock County,1756,1756,1755,1712,1667,1583,1575,1525,1514,1507,1498,1509
50,2,4,31,151,Nebraska,Saline County,13843,13843,13860,13952,14027,14107,14051,13946,13770,13821,13773,13872
