SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009
50,3,7,48,447,Texas,Throckmorton County,1850,1850,1834,1793,1739,1693,1634,1672,1681,1624,1596,1593
50,3,7,48,449,Texas,Titus County,28118,28118,28112,27923,28064,28457,28807,28009,28574,29129,29637,30206
50,3,7,48,451,Texas,Tom Green County,104010,104010,104043,103855,104041,104666,104810,104961,105912,106517,107445,108378
50,3,7,48,453,Texas,Travis County,812280,812284,820927,847941,852965,862463,878877,901185,937423,970477,998561,1026158
50,3,7,48,455,Texas,Trinity County,13779,13779,13819,13834,13963,14019,14055,14122,14051,14021,13934,13897
50,3,7,48,457,Texas,Tyler County,20871,20871,20869,20540,20559,20397,20477,20218,20166,20294,20467,20556
50,3,7,48,459,Texas,Upshur County,35291,35291,35364,35637,36536,36899,37090,37392,37328,37515,37882,38057
50,3,7,48,461,Texas,Upton County,3404,3404,3378,3211,3232,3137,3082,3011,3047,2976,3067,3130
50,3,7,48,463,Texas,Uvalde County,25926,25926,25924,26005,26423,26391,26388,26586,26561,26548,26611,26811
50,3,7,48,465,Texas,Val Verde County,44856,44856,45023,45110,45480,46298,46927,47033,47241,47521,47705,48165
50,3,7,48,467,Texas,Van Zandt County,48140,48140,48347,48945,49947,50218,51255,51395,51974,51866,52130,52005
50,3,7,48,469,Texas,Victoria County,84088,84091,84011,84681,84867,85031,85228,85053,85258,86155,86774,87790
50,3,7,48,471,Texas,Walker County,61758,61757,61745,62220,61656,62762,63446,64330,63953,63686,63554,64119
50,3,7,48,473,Texas,Waller County,32663,32662,32842,33208,33960,34735,34721,34505,34929,35827,35970,36530
50,3,7,48,475,Texas,Ward County,10909,10909,10819,10465,10351,10209,10148,10159,10198,10145,10454,10528
50,3,7,48,477,Texas,Washington County,30373,30373,30420,30469,30735,30909,31187,31491,31893,32071,32412,32893
50,3,7,48,479,Texas,Webb County,193117,193117,194523,199914,205096,210229,215775,220968,225985,230848,235937,241438
50,3,7,48,481,Texas,Wharton County,41188,41188,41228,41007,40937,41005,40954,40923,41009,40801,40863,41000
50,3,7,48,483,Texas,Wheeler County,5284,5284,5237,5102,4971,4750,4709,4669,4722,4761,4775,4888
50,3,7,48,485,Texas,Wichita County,131664,131664,131591,130191,130128,130564,130756,129475,129302,128228,127701,127616
50,3,7,48,487,Texas,Wilbarger County,14676,14676,14638,14362,14273,14084,13887,13918,13907,13747,13512,13541
50,3,7,48,489,Texas,Willacy County,20082,20082,20047,19818,19823,19857,20030,20316,20378,20347,20382,20395
50,3,7,48,491,Texas,Williamson County,249967,249979,254962,276610,289810,302458,316123,331669,351456,373234,395146,410686
50,3,7,48,493,Texas,Wilson County,32408,32408,32706,33259,33974,34999,36104,36906,38002,39156,40350,40749
50,3,7,48,495,Texas,Winkler County,7173,7173,7077,7017,6899,6640,6609,6425,6448,6537,6734,6772
50,3,7,48,497,Texas,Wise County,48793,48797,49407,51009,52500,53819,54663,55800,56806,57569,58484,59415
50,3,7,48,499,Texas,Wood County,36752,36752,36877,37472,37916,39316,40107,40523,41834,42270,42757,43136
50,3,7,48,501,Texas,Yoakum County,7322,7322,7277,7281,7177,7171,7272,7288,7264,7427,7590,7698
50,3,7,48,503,Texas,Young County,17943,17943,17907,17650,17601,17748,17703,17507,17860,17724,17621,17792
50,3,7,48,505,Texas,Zapata County,12182,12182,12205,12382,12636,12708,12856,13181,13216,13546,13827,14036
50,3,7,48,507,Texas,Zavala County,11600,11600,11599,11563,11586,11480,11481,11533,11613,11640,11729,11585
40,4,8,49,0,Utah,Utah,2233169,2233204,2244314,2291250,2334473,2379938,2438915,2499637,2583724,2663796,2727343,2784572
50,4,8,49,1,Utah,Beaver County,6005,6005,6016,6003,6040,5990,5994,6067,6113,6068,6182,6267
50,4,8,49,3,Utah,Box Elder County,42745,42751,42872,43632,44522,45229,45575,45938,46722,47863,49059,49902
50,4,8,49,5,Utah,Cache County,91391,91391,91872,93798,97277,100177,102229,104540,106399,108655,111873,115269
50,4,8,49,7,Utah,Carbon County,20422,20425,20354,19691,19745,19665,19438,19180,19242,19666,19605,19989
50,4,8,49,9,Utah,Daggett County,921,921,928,921,888,887,914,916,924,904,912,941
50,4,8,49,11,Utah,Davis County,238994,238994,240293,244578,249835,256173,262689,269695,279037,287888,295061,300827
50,4,8,49,13,Utah,Duchesne County,14371,14371,14371,14540,14796,14782,14827,15135,15436,16191,16926,17948
50,4,8,49,15,Utah,Emery County,10860,10962,10946,10665,10553,10497,10369,10331,10264,10344,10470,10629
50,4,8,49,17,Utah,Garfield County,4735,4735,4748,4657,4550,4457,4359,4339,4376,4499,4600,4625
50,4,8,49,19,Utah,Grand County,8485,8380,8399,8515,8716,8793,8851,9066,9291,9422,9598,9660
50,4,8,49,21,Utah,Iron County,33779,33779,33989,34724,35648,36061,37030,39298,41703,43283,44194,45280
50,4,8,49,23,Utah,Juab County,8238,8238,8271,8386,8473,8599,8777,8889,9132,9551,9999,10244
50,4,8,49,25,Utah,Kane County,6046,6046,6079,5951,5994,6007,6038,6167,6430,6494,6541,6601
50,4,8,49,27,Utah,Millard County,12405,12405,12395,12300,12222,12151,11988,11891,11889,11886,12095,12276
50,4,8,49,29,Utah,Morgan County,7129,7129,7155,7289,7400,7444,7551,7752,8062,8438,8744,8908
50,4,8,49,31,Utah,Piute County,1435,1435,1431,1397,1387,1365,1374,1362,1350,1329,1406,1431
50,4,8,49,33,Utah,Rich County,1961,1961,1964,1921,1928,2007,2012,2005,1977,2053,2141,2160
50,4,8,49,35,Utah,Salt Lake County,898387,898412,901051,914334,924534,936378,948223,960067,985487,1002425,1018527,1034989
50,4,8,49,37,Utah,San Juan County,14413,14413,14373,13583,13776,13727,13928,13887,13964,14378,14868,15049
50,4,8,49,39,Utah,Sanpete County,22763,22763,22808,23144,23230,23337,23512,23717,23967,24565,25514,25946
50,4,8,49,41,Utah,Sevier County,18842,18842,18868,18912,18948,18956,19101,19031,19366,19682,19961,19976
50,4,8,49,43,Utah,Summit County,29736,29736,29987,30929,31763,32666,33705,34686,34908,35449,36208,36969
50,4,8,49,45,Utah,Tooele County,40735,40735,41615,43726,45577,47333,48669,50092,52353,54720,56865,58335
50,4,8,49,47,Utah,Uintah County,25224,25224,25253,25697,26173,26180,26466,26978,27803,28917,29834,31536
50,4,8,49,49,Utah,Utah County,368536,368540,371648,387853,397269,409465,434114,454694,482291,512902,529755,545307
50,4,8,49,51,Utah,Wasatch County,15215,15215,15417,16090,16735,17382,17827,18726,19891,20395,20976,21600
50,4,8,49,53,Utah,Washington County,90354,90354,91256,94624,99432,104274,110294,119119,126720,132298,135678,137473
50,4,8,49,55,Utah,Wayne County,2509,2509,2529,2507,2514,2459,2419,2402,2462,2487,2558,2601
50,4,8,49,57,Utah,Weber County,196533,196533,197426,200883,204548,207497,210642,213667,216165,221044,227193,231834
40,1,1,50,0,Vermont,Vermont,608827,608821,609903,612153,614950,616559,618145,618814,619985,620460,621049,621760
50,1,1,50,1,Vermont,Addison County,35974,35974,36025,36053,36288,36346,36469,36468,36592,36726,36751,36760
50,1,1,50,3,Vermont,Bennington County,36994,36994,36976,36899,36938,36798,36686,36481,36552,36439,36446,36411
50,1,1,50,5,Vermont,Caledonia County,29702,29690,29728,29650,29872,29869,30200,30302,30543,30426,30256,30252
50,1,1,50,7,Vermont,Chittenden County,146571,146572,147070,147979,148795,149093,149712,149983,150257,150698,151367,152313
50,1,1,50,9,Vermont,Essex County,6459,6457,6456,6483,6525,6504,6507,6483,6379,6465,6459,6394
50,1,1,50,11,Vermont,Franklin County,45417,45419,45581,46012,46472,46785,47194,47487,47743,47909,47985,48182
50,1,1,50,13,Vermont,Grand Isle County,6901,6901,6939,7103,7244,7387,7506,7576,7515,7548,7676,7560
50,1,1,50,15,Vermont,Lamoille County,23233,23224,23333,23625,23925,24179,24286,24459,24898,25255,25695,25958
50,1,1,50,17,Vermont,Orange County,28226,28231,28307,28619,28653,28814,28928,28938,29113,29000,28936,28896
50,1,1,50,19,Vermont,Orleans County,26277,26280,26335,26463,26561,26911,27065,27217,27207,27335,27265,27301
50,1,1,50,21,Vermont,Rutland County,63400,63398,63423,63294,63246,63440,63419,63508,63484,63312,63214,63014
50,1,1,50,23,Vermont,Washington County,58039,58056,58091,58477,58768,58732,58766,58952,58911,58702,58677,58696
50,1,1,50,25,Vermont,Windham County,44216,44210,44156,43975,43985,44071,43845,43663,43745,43699,43559,43471
50,1,1,50,27,Vermont,Windsor County,57418,57415,57483,57521,57678,57630,57562,57297,57046,56946,56763,56552
40,3,5,51,0,Virginia,Virginia,7078515,7079048,7104533,7191304,7283541,7373694,7468914,7563887,7646996,7719749,7795424,7882590
50,3,5,51,1,Virginia,Accomack County,38305,38304,38365,38473,38593,38566,38669,38716,38580,38455,38395,38462
50,3,5,51,3,Virginia,Albemarle County,79236,84196,84622,85666,86366,87341,88736,90376,92007,92751,94287,94908
50,3,5,51,5,Virginia,Alleghany County,12926,17215,17200,17063,16914,16634,16586,16506,16479,16440,16319,16242
50,3,5,51,7,Virginia,Amelia County,11400,11400,11478,11539,11622,11644,11840,12095,12434,12660,12831,12886
50,3,5,51,9,Virginia,Amherst County,31894,31894,31882,31973,31756,31755,31721,31871,31991,32134,32449,32482
50,3,5,51,11,Virginia,Appomattox County,13705,13705,13691,13779,13668,13661,13783,13810,14005,14193,14529,14552
50,3,5,51,13,Virginia,Arlington County,189453,189385,189527,193318,195469,196643,197955,199761,200673,203914,210196,217483
50,3,5,51,15,Virginia,Augusta County,65615,65614,65772,66062,66476,67155,68113,68955,70603,71579,71799,72020
50,3,5,51,17,Virginia,Bath County,5048,5048,5032,5000,4996,4934,4863,4784,4684,4659,4572,4482
50,3,5,51,19,Virginia,Bedford County,60371,60371,60606,60980,61356,62036,63014,64104,65483,66373,66465,67154
50,3,5,51,21,Virginia,Bland County,6871,6871,6850,6884,6826,6870,6853,6794,6742,6822,6811,6791
50,3,5,51,23,Virginia,Botetourt County,30496,30496,30564,30668,31058,31304,31526,31501,32180,32345,32579,32551
50,3,5,51,25,Virginia,Brunswick County,18419,18419,18416,18342,18256,18047,17918,17963,17950,17743,17762,17514
50,3,5,51,27,Virginia,Buchanan County,26978,26978,26816,26319,25945,25407,24950,24452,23992,23526,23090,22860
50,3,5,51,29,Virginia,Buckingham County,15623,15623,15613,15724,15674,15709,15701,15815,15852,15954,15960,16080
50,3,5,51,31,Virginia,Campbell County,51078,51078,51144,51246,51397,51392,51419,51920,52411,52529,52874,52976
50,3,5,51,33,Virginia,Caroline County,22121,22123,22137,22137,22496,23037,23770,25267,26462,27289,27699,27870
50,3,5,51,35,Virginia,Carroll County,29245,29245,29284,29364,29221,29149,29236,29103,29221,29165,29164,29034
50,3,5,51,36,Virginia,Charles City County,6926,6926,6926,6946,7023,7078,7034,7039,7132,7130,7213,7217
50,3,5,51,37,Virginia,Charlotte County,12472,12471,12465,12421,12467,12275,12268,12309,12349,12237,12174,12039
50,3,5,51,41,Virginia,Chesterfield County,259903,259838,260895,264830,269390,274131,280020,286254,293904,299365,303852,306670
50,3,5,51,43,Virginia,Clarke County,12652,12652,12701,12956,13091,13285,13653,14016,14271,14358,14562,14588
50,3,5,51,45,Virginia,Craig County,5091,5088,5089,5058,5046,5060,5090,5068,5072,5112,5052,4969
50,3,5,51,47,Virginia,Culpeper County,34262,34263,34471,35326,36663,38157,39729,41956,44174,45719,46264,46502
50,3,5,51,49,Virginia,Cumberland County,9017,9017,8998,8986,9045,9134,9110,9317,9416,9555,9636,9757
50,3,5,51,51,Virginia,Dickenson County,16395,16395,16343,16240,16134,16080,16079,16175,16024,16033,16176,16087
50,3,5,51,53,Virginia,Dinwiddie County,24533,24533,24628,24435,24650,24851,25023,25181,25415,25700,26299,26338
50,3,5,51,57,Virginia,Essex County,9989,9989,9988,10007,10093,10222,10266,10476,10611,10784,11007,11189
50,3,5,51,59,Virginia,Fairfax County,969749,969683,974761,984581,989551,992494,996798,1002375,998841,1005531,1019402,1037605
50,3,5,51,61,Virginia,Fauquier County,55139,55185,55591,57295,59224,60839,62611,64287,65703,66411,67240,68010
50,3,5,51,63,Virginia,Floyd County,13874,13874,13942,14100,14163,14219,14304,14493,14640,14696,14937,15013
50,3,5,51,65,Virginia,Fluvanna County,20047,20047,20216,21176,22070,22956,23585,24456,24783,25253,25584,25732
50,3,5,51,67,Virginia,Franklin County,47286,47280,47434,47885,48268,48667,49214,49745,50365,51347,51732,51924
50,3,5,51,69,Virginia,Frederick County,59209,59209,59578,61087,62796,64562,66345,68503,70708,72648,73769,74972
50,3,5,51,71,Virginia,Giles County,16657,16657,16721,16793,16806,16825,16801,16983,17191,17196,17237,17358
50,3,5,51,73,Virginia,Gloucester County,34780,34780,34861,35171,35656,36306,36754,37295,37717,38257,38693,39184
50,3,5,51,75,Virginia,Goochland County,16863,16863,16936,17256,17606,18004,18488,19211,19993,20636,20995,21311
50,3,5,51,77,Virginia,Grayson County,17917,16881,16864,16629,16638,16478,16364,16207,16149,16128,16003,15793
50,3,5,51,79,Virginia,Greene County,15244,15244,15360,15742,16287,16670,16906,17176,17638,18017,18197,18421
50,3,5,51,81,Virginia,Greensville County,11560,11560,11554,11506,11524,11720,11254,11844,11806,11906,11973,12049
50,3,5,51,83,Virginia,Halifax County,37355,37350,37286,36865,36658,36248,35867,35648,35598,35428,35370,35258
50,3,5,51,85,Virginia,Hanover County,86320,86320,86993,88900,91494,93562,95428,96473,98069,98952,99583,99933
50,3,5,51,87,Virginia,Henrico County,262300,262210,263305,266031,268224,271271,276196,281406,285586,289755,292693,296415
50,3,5,51,89,Virginia,Henry County,57930,57933,57923,57468,57103,56637,56346,55840,55687,55594,55392,54888
50,3,5,51,91,Virginia,Highland County,2536,2536,2533,2529,2445,2478,2426,2440,2450,2392,2374,2338
50,3,5,51,93,Virginia,Isle of Wight County,29728,29728,29873,30203,30644,31436,32165,32892,34114,35090,35553,35877
50,3,5,51,95,Virginia,James City County,48102,48102,48491,49575,51326,53138,55282,57240,59656,61277,62410,63735
50,3,5,51,97,Virginia,King and Queen County,6630,6621,6616,6593,6560,6517,6685,6724,6833,6858,6820,6796
50,3,5,51,99,Virginia,King George County,16803,16803,16908,17133,17749,18434,19200,20560,21595,22551,23165,23557
50,3,5,51,101,Virginia,King William County,13146,13146,13199,13436,13669,13930,14141,14487,15133,15627,15987,16225
50,3,5,51,103,Virginia,Lancaster County,11567,11567,11586,11415,11426,11500,11464,11459,11480,11491,11382,11230
50,3,5,51,105,Virginia,Lee County,23589,23589,23537,23266,24145,24793,24969,24871,24896,24981,25090,25166
50,3,5,51,107,Virginia,Loudoun County,169599,169599,173897,189717,203122,219577,237162,253332,265240,277459,290121,301171
50,3,5,51,109,Virginia,Louisa County,25627,25627,25766,26287,27009,27850,28582,29844,30978,31785,32621,33078
50,3,5,51,111,Virginia,Lunenburg County,13146,13146,13094,13025,13081,13018,12896,12958,12986,12935,12860,12799
50,3,5,51,113,Virginia,Madison County,12520,12519,12557,12699,12929,12984,13056,13291,13512,13698,13650,13702
50,3,5,51,115,Virginia,Mathews County,9207,9207,9188,9264,9183,9127,9047,8982,8999,9039,9050,8984
50,3,5,51,117,Virginia,Mecklenburg County,32380,32380,32363,32286,32282,32181,32072,31960,31944,32034,32030,31969
50,3,5,51,119,Virginia,Middlesex County,9932,9939,9974,10030,10020,10205,10342,10453,10615,10638,10691,10731
50,3,5,51,121,Virginia,Montgomery County,83629,83631,83753,84941,85089,85723,86031,87020,88059,89284,90158,91023
50,3,5,51,125,Virginia,Nelson County,14445,14445,14469,14550,14698,14828,14834,14988,14993,15226,15326,15487
50,3,5,51,127,Virginia,New Kent County,13462,13462,13530,13883,14194,14761,15314,15939,16659,17245,17731,18112
50,3,5,51,131,Virginia,Northampton County,13093,13093,13048,12991,12967,13052,13199,13313,13432,13414,13457,13492
50,3,5,51,133,Virginia,Northumberland County,12259,12268,12259,12325,12593,12736,12735,12800,12783,12881,12991,12995
50,3,5,51,135,Virginia,Nottoway County,15725,15725,15751,15813,15730,15661,15584,15747,15672,15763,15839,15929
50,3,5,51,137,Virginia,Orange County,25881,25881,26002,26454,27174,27979,28699,30026,31482,32377,33214,33600
50,3,5,51,139,Virginia,Page County,23177,23175,23206,23229,23317,23552,23545,23710,24017,24174,24159,24070
50,3,5,51,141,Virginia,Patrick County,19407,19407,19428,19302,19090,18996,18865,18825,18792,18800,18723,18636
50,3,5,51,143,Virginia,Pittsylvania County,61745,61747,61744,61688,61356,61181,61076,60971,60821,60918,61655,61414
50,3,5,51,145,Virginia,Powhatan County,22377,22377,22606,23078,24092,24828,25478,26258,27282,27494,27674,27964
50,3,5,51,147,Virginia,Prince Edward County,19720,19720,19695,19627,20063,19864,20229,20783,21068,21536,22150,22370
50,3,5,51,149,Virginia,Prince George County,33047,33118,33179,33915,35152,36045,36432,36357,35986,35890,36473,37116
50,3,5,51,153,Virginia,Prince William County,280813,281287,284301,297738,310048,321537,333786,345852,352828,360610,366092,379166
50,3,5,51,155,Virginia,Pulaski County,35127,35127,35149,35135,34821,34747,34782,34684,34819,35011,35012,35022
50,3,5,51,157,Virginia,Rappahannock County,6983,7102,7080,7225,7213,7167,7220,7262,7187,7201,7170,7035
50,3,5,51,159,Virginia,Richmond County,8809,8802,8792,8870,8921,8980,9042,9015,9097,9160,9117,8961
50,3,5,51,161,Virginia,Roanoke County,85778,85776,85809,85874,86341,86922,87612,88483,89538,90043,90449,91011
50,3,5,51,163,Virginia,Rockbridge County,20808,20808,20837,20781,20762,20846,20951,21159,21229,21436,21438,21294
50,3,5,51,165,Virginia,Rockingham County,67725,67716,67850,68587,69084,69573,70259,71719,72755,73814,74428,75134
50,3,5,51,167,Virginia,Russell County,30308,29258,29277,29060,28825,28857,28648,28596,28725,29029,29006,29250
50,3,5,51,169,Virginia,Scott County,23403,23403,23364,23094,22962,22821,22743,22792,22899,22840,22738,22585
50,3,5,51,171,Virginia,Shenandoah County,35075,35075,35239,35767,36377,37064,37931,38956,40060,40589,40984,41036
50,3,5,51,173,Virginia,Smyth County,33081,33081,33081,32882,32731,32533,32297,32179,32218,31988,31857,31738
50,3,5,51,175,Virginia,Southampton County,17482,17483,17484,17460,17291,17298,17368,17616,17776,18430,18582,18483
50,3,5,51,177,Virginia,Spotsylvania County,90395,90395,91504,96418,101878,106576,110552,114909,117718,118939,120015,120977
50,3,5,51,179,Virginia,Stafford County,92446,92446,93527,98129,103703,109123,113277,116672,118450,120803,122090,124166
50,3,5,51,181,Virginia,Surry County,6829,6829,6841,6841,6898,6914,6887,6879,7009,7057,7096,7088
50,3,5,51,183,Virginia,Sussex County,12504,12504,12476,12264,12037,12134,11930,11829,12086,12087,12135,12116
50,3,5,51,185,Virginia,Tazewell County,44598,44598,44424,43979,43947,43930,43956,43831,43983,43942,44874,44907
50,3,5,51,187,Virginia,Warren County,31584,31422,31550,32050,32801,33498,34074,34977,35752,36300,36695,36713
50,3,5,51,191,Virginia,Washington County,51103,51103,51148,51204,51259,51291,51561,51920,52088,52783,52927,53018
50,3,5,51,193,Virginia,Westmoreland County,16718,16718,16690,16590,16627,16838,16798,16914,17018,17332,17564,17686
50,3,5,51,195,Virginia,Wise County,40123,42205,42159,41886,41756,41730,41697,41690,41664,41723,41723,41773
50,3,5,51,197,Virginia,Wythe County,27599,27599,27623,27553,27633,27726,27771,28113,28345,28514,28743,28868
50,3,5,51,199,Virginia,York County,56297,56615,56849,57951,59143,59727,60296,61042,61252,61513,61399,61140
50,3,5,51,510,Virginia,Alexandria city,128283,128351,129424,133073,134500,135161,136635,137602,138237,140233,144579,150006
50,3,5,51,515,Virginia,Bedford city,6299,6299,6314,6333,6290,6246,6239,6254,6243,6292,6315,6350
50,3,5,51,520,Virginia,Bristol city,17367,17367,17316,17356,17101,17433,17479,17425,17571,17429,17516,17690
